text,ind
"with his subtle smile , lord henry watched him . he knew the precise psychological moment when to say nothing . he felt intensely interested . he was amazed at the sudden impression that his words had produced , and , remembering a book that he had read when he was sixteen , a book which had revealed to him much that he had not known before , he wondered whether dorian gray was passing through a similar experience . he had merely shot an arrow into the air . had it hit the mark ? how fascinating the lad was !",69
""" runic characters were in use in iceland in former ages . they were invented , it is said , by odin himself . look there , and wonder , impious young man , and admire these letters , the invention of the scandinavian god ! """,28
""" a dog ! "" said holmes . "" by jove , a curly - haired spaniel . poor mortimer will never see his pet again . well , i do not know that this place contains any secret which we have not already fathomed . he could hide his hound , but he could not hush its voice , and hence came those cries which even in daylight were not pleasant to hear . on an emergency he could keep the hound in the out - house at merripit , but it was always a risk , and it was only on the supreme day , which he regarded as the end of all his efforts , that he dared do it . this paste in the tin is no doubt the luminous mixture with which the creature was daubed . it was suggested , of course , by the story of the family hell - hound , and by the desire to frighten old sir charles to death . no wonder the poor devil of a convict ran and screamed , even as our friend did , and as we ourselves might have done , when he saw such a creature bounding through the darkness of the moor upon his track . it was a cunning device , for , apart from the chance of driving your victim to his death , what peasant would venture to inquire too closely into such a creature should he get sight of it , as many have done , upon the moor ? i said it in london , watson , and i say it again now , that never yet have we helped to hunt down a more dangerous man than he who is lying yonder""--he swept his long arm towards the huge mottled expanse of green - splotched bog which stretched away until it merged into the russet slopes of the moor .",172
""" yes , we will search for him , "" answered harding , "" but we shall not discover this powerful being who performs such wonders , until he pleases to call us to him ! """,25
"i was already wondering if captain nemo , rash to the point of sheer insanity , wanted his ship to tackle the narrows where dumont d'urville 's two sloops of war had gone aground , when he changed direction a second time and cut straight to the west , heading toward gueboroa island .",3
""" so i have murdered sibyl vane , "" said dorian gray , half to himself , "" murdered her as surely as if i had cut her little throat with a knife . yet the roses are not less lovely for all that . the birds sing just as happily in my garden . and to - night i am to dine with you , and then go on to the opera , and sup somewhere , i suppose , afterwards . how extraordinarily dramatic life is ! if i had read all this in a book , harry , i think i would have wept over it . somehow , now that it has happened actually , and to me , it seems far too wonderful for tears . here is the first passionate love - letter i have ever written in my life . strange , that my first passionate love - letter should have been addressed to a dead girl . can they feel , i wonder , those white silent people we call the dead ? sibyl ! can she feel , or know , or listen ? oh , harry , how i loved her once ! it seems years ago to me now . she was everything to me .",170
""" yes , i am glad now . i wonder shall i always be glad ? """,9
""" oh , the obvious consolation . taking some one else 's admirer when one loses one 's own . in good society that always whitewashes a woman . but really , dorian , how different sibyl vane must have been from all the women one meets ! there is something to me quite beautiful about her death . i am glad i am living in a century when such wonders happen . they make one believe in the reality of the things we all play with , such as romance , passion , and love . """,70
"after some time dorian gray looked up . "" you have explained me to myself , harry , "" he murmured with something of a sigh of relief . "" i felt all that you have said , but somehow i was afraid of it , and i could not express it to myself . how well you know me ! but we will not talk again of what has happened . it has been a marvellous experience . that is all . i wonder if life has still in store for me anything as marvellous . """,84
"consequently , to calculate the value of this collection was , i should say , impossible . captain nemo must have spent millions in acquiring these different specimens , and i was wondering what financial resources he tapped to satisfy his collector 's fancies , when these words interrupted me :",32
"what was he doing just then ? i listened at the door to his stateroom . i heard the sound of footsteps . captain nemo was inside . he had n't gone to bed . with his every movement i imagined he would appear and ask me why i wanted to escape ! i felt in a perpetual state of alarm . my imagination magnified this sensation . the feeling became so acute , i wondered whether it would n't be better to enter the captain 's stateroom , dare him face to face , brave it out with word and deed !",75
"yes , to a certainty , and to such a degree , that cyrus harding and the reporter wondered if the reason of the unfortunate man had ever been totally extinguished .",18
"yet a chance traveller might pass by ; and i wish no eye to see me now : strangers would wonder what i am doing , lingering here at the sign - post , evidently objectless and lost .",20
""" i adore simple pleasures , "" said lord henry . "" they are the last refuge of the complex . but i do n't like scenes , except on the stage . what absurd fellows you are , both of you ! i wonder who it was defined man as a rational animal . it was the most premature definition ever given . man is many things , but he is not rational . i am glad he is not , after all-- though i wish you chaps would not squabble over the picture . you had much better let me have it , basil . this silly boy does n't really want it , and i really do . """,44
"meanwhile the reddish light guiding us had expanded and inflamed the horizon . the presence of this furnace under the waters had me extremely puzzled . was it some sort of electrical discharge ? was i approaching some natural phenomenon still unknown to scientists on shore ? or , rather ( and this thought did cross my mind ) , had the hand of man intervened in that blaze ? had human beings fanned those flames ? in these deep strata would i meet up with more of captain nemo 's companions , friends he was about to visit who led lives as strange as his own ? would i find a whole colony of exiles down here , men tired of the world 's woes , men who had sought and found independence in the ocean 's lower depths ? all these insane , inadmissible ideas dogged me , and in this frame of mind , continually excited by the series of wonders passing before my eyes , i would n't have been surprised to find on this sea bottom one of those underwater towns captain nemo dreamed about !",163
"i am not absolutely such a fool and sensualist as to regret the absence of a carpet , a sofa , and silver plate ; besides , five weeks ago i had nothing -- i was an outcast , a beggar , a vagrant ; now i have acquaintance , a home , a business . i wonder at the goodness of god ; the generosity of my friends ; the bounty of my lot . i do not repine . """,57
"i caught his meaning , and immediately produced the following literary wonder :",11
"what a sight ! how can i describe it ! how can i portray these woods and rocks in this liquid setting , their lower parts dark and sullen , their upper parts tinted red in this light whose intensity was doubled by the reflecting power of the waters ! we scaled rocks that crumbled behind us , collapsing in enormous sections with the hollow rumble of an avalanche . to our right and left there were carved gloomy galleries where the eye lost its way . huge glades opened up , seemingly cleared by the hand of man , and i sometimes wondered whether some residents of these underwater regions would suddenly appear before me .",103
"when well assured this search was superfluous , he followed d’artagnan , wondering to himself how this young guardsman should know so well who the lady was to whom he had given hospitality , and that he should know better than himself what had become of her .",12
"at the bottom of the crater were three chimneys , through which , in its eruptions , snæfell had driven forth fire and lava from its central furnace . each of these chimneys was a hundred feet in diameter . they gaped before us right in our path . i had not the courage to look down either of them . but professor liedenbrock had hastily surveyed all three ; he was panting , running from one to the other , gesticulating , and uttering incoherent expressions . hans and his comrades , seated upon loose lava rocks , looked at him with as much wonder as they knew how to express , and perhaps taking him for an escaped lunatic .",105
""" of what kind , in the name of wonder ? """,9
"really your organs of wonder and credulity are easily excited : you seem , by the importance of you all -- my good mama included -- ascribe to this matter , absolutely to believe we have a genuine witch in the house , who is in close alliance with the old gentleman .",4
"then came a new development . i had drawn you as paris in dainty armour , and as adonis with huntsman 's cloak and polished boar- spear . crowned with heavy lotus - blossoms you had sat on the prow of adrian 's barge , gazing across the green turbid nile . you had leaned over the still pool of some greek woodland and seen in the water 's silent silver the marvel of your own face . and it had all been what art should be -- unconscious , ideal , and remote . one day , a fatal day i sometimes think , i determined to paint a wonderful portrait of you as you actually are , not in the costume of dead ages , but in your own dress and in your own time . whether it was the realism of the method , or the mere wonder of your own personality , thus directly presented to me without mist or veil , i can not tell . but i know that as i worked at it , every flake and film of colour seemed to me to reveal my secret .",150
""" pardieu ! "" said he , "" here is a strange thing ! since when , i wonder , in the musketeers , did they grant men leave of absence without their asking for it ? """,18
"( this then , i thought , is miss oliver , the heiress ; favoured , it seems , in the gifts of fortune , as well as in those of nature ! what happy combination of the planets presided over her birth , i wonder ? )",45
i wondered why moralists call this world a dreary wilderness : for me it blossomed like a rose .,1
""" right , "" i said , tipsy from all these wonders , "" nothing to it ! """,11
"if the grotto of guachara , in colombia , visited by humboldt , had not given up the whole of the secret of its depth to the philosopher , who investigated it to the depth of 2,500 feet , it probably did not extend much farther . the immense mammoth cave in kentucky is of gigantic proportions , since its vaulted roof rises five hundred feet [ 1 ] above the level of an unfathomable lake and travellers have explored its ramifications to the extent of forty miles . but what were these cavities compared to that in which i stood with wonder and admiration , with its sky of luminous vapours , its bursts of electric light , and a vast sea filling its bed ? my imagination fell powerless before such immensity .",102
"while the objects around me — while the carvings of the ceilings , the sombre tapestries of the walls , the ebon blackness of the floors , and the phantasmagoric armorial trophies which rattled as i strode , were but matters to which , or to such as which , i had been accustomed from my infancy — while i hesitated not to acknowledge how familiar was all this — i still wondered to find how unfamiliar were the fancies which ordinary images were stirring up .",72
""" i wonder with what feelings you came to me to - night , "" she said , when she had examined me a while . "" i wonder what thoughts are busy in your heart during all the hours you sit in yonder room with the fine people flitting before you like shapes in a magic - lantern : just as little sympathetic communion passing between you and them as if they were really mere shadows of human forms , and not the actual substance . """,2
""" i wonder with what feelings you came to me to - night , "" she said , when she had examined me a while . "" i wonder what thoughts are busy in your heart during all the hours you sit in yonder room with the fine people flitting before you like shapes in a magic - lantern : just as little sympathetic communion passing between you and them as if they were really mere shadows of human forms , and not the actual substance . """,28
"top had done wonders , and not a bird had been lost , thanks to his zeal and cleverness .",3
"yes ; it was an interesting background . it posed the lad , made him more perfect , as it were . behind every exquisite thing that existed , there was something tragic . worlds had to be in travail , that the meanest flower might blow . . . . and how charming he had been at dinner the night before , as with startled eyes and lips parted in frightened pleasure he had sat opposite to him at the club , the red candleshades staining to a richer rose the wakening wonder of his face . talking to him was like playing upon an exquisite violin . he answered to every touch and thrill of the bow . . . .",93
"how i wonder what you 're at ! """,2
chapter xviii . the wonders of terrestrial depths,4
"but this time , instead of snæfell , an extinct volcano , we were inside one in full activity . i wondered , therefore , where could this mountain be , and in what part of the world we were to be shot out .",21
""" dry - goods ! what are american dry - goods ? "" asked the duchess , raising her large hands in wonder and accentuating the verb .",22
"his eye fell on the yellow book that lord henry had sent him . what was it , he wondered . he went towards the little , pearl - coloured octagonal stand that had always looked to him like the work of some strange egyptian bees that wrought in silver , and taking up the volume , flung himself into an arm - chair and began to turn over the leaves . after a few minutes he became absorbed . it was the strangest book that he had ever read . it seemed to him that in exquisite raiment , and to the delicate sound of flutes , the sins of the world were passing in dumb show before him . things that he had dimly dreamed of were suddenly made real to him . things of which he had never dreamed were gradually revealed .",19
"his warm and fickle imagination , which in gascony had rendered formidable to young chambermaids , and even sometimes their mistresses , had never dreamed , even in moments of delirium , of half the amorous wonders or a quarter of the feats of gallantry which were here set forth in connection with names the best known and with details the least concealed .",36
""" what do you think has happened to basil ? "" asked dorian , holding up his burgundy against the light and wondering how it was that he could discuss the matter so calmly .",22
"often , on returning home from one of those mysterious and prolonged absences that gave rise to such strange conjecture among those who were his friends , or thought that they were so , he himself would creep upstairs to the locked room , open the door with the key that never left him now , and stand , with a mirror , in front of the portrait that basil hallward had painted of him , looking now at the evil and aging face on the canvas , and now at the fair young face that laughed back at him from the polished glass . the very sharpness of the contrast used to quicken his sense of pleasure . he grew more and more enamoured of his own beauty , more and more interested in the corruption of his own soul . he would examine with minute care , and sometimes with a monstrous and terrible delight , the hideous lines that seared the wrinkling forehead or crawled around the heavy sensual mouth , wondering sometimes which were the more horrible , the signs of sin or the signs of age . he would place his white hands beside the coarse bloated hands of the picture , and smile . he mocked the misshapen body and the failing limbs .",174
""" what a long way ! i wonder mrs . reed is not afraid to trust her so far alone . """,7
"the wonder was increased , though the doubt continued to exist .",1
"i wonder if she lives alone except this little girl ; if so , and if she is in any degree amiable , i shall surely be able to get on with her ; i will do my best ; it is a pity that doing one 's best does not always answer .",1
""" and there is room enough in adele 's little bed for you . you must share it with her to - night , jane : it is no wonder that the incident you have related should make you nervous , and i would rather you did not sleep alone : promise me to go to the nursery . """,29
"nobody knew a word of this enigma . you unraveled it yesterday to the great satisfaction of all ; and while we are still gaping with wonder at the news , you come and tell us today , ’ let us say no more about it . ’ """,26
"he felt that the eyes of dorian gray were fixed on him , and the consciousness that amongst his audience there was one whose temperament he wished to fascinate seemed to give his wit keenness and to lend colour to his imagination . he was brilliant , fantastic , irresponsible . he charmed his listeners out of themselves , and they followed his pipe , laughing . dorian gray never took his gaze off him , but sat like one under a spell , smiles chasing each other over his lips and wonder growing grave in his darkening eyes .",92
"i wonder when st . john will come home . """,1
"lord gloucester was one of my greatest friends at oxford . he showed me a letter that his wife had written to him when she was dying alone in her villa at mentone . your name was implicated in the most terrible confession i ever read . i told him that it was absurd -- that i knew you thoroughly and that you were incapable of anything of the kind . know you ? i wonder do i know you ? before i could answer that , i should have to see your soul . """,75
"mr . fogg and his servant went ashore at aden to have the passport again visaed ; fix , unobserved , followed them . the visa procured , mr . fogg returned on board to resume his former habits ; while passepartout , according to custom , sauntered about among the mixed population of somalis , banyans , parsees , jews , arabs , and europeans who comprise the twenty - five thousand inhabitants of aden . he gazed with wonder upon the fortifications which make this place the gibraltar of the indian ocean , and the vast cisterns where the english engineers were still at work , two thousand years after the engineers of solomon . "" very curious , very curious , "" said passepartout to himself , on returning to the steamer . "" i see that it is by no means useless to travel , if a man wants to see something new . """,80
chapter xxxii . wonders of the deep,3
""" ah ! "" i exclaimed . "" i see our captain 's way of life ! he 's found himself a separate world that saves its most astonishing wonders just for him ! """,29
"' come on , then ! ' roared the queen , and alice joined the procession , wondering very much what would happen next .",17
i gazed at him in wonder .,5
"alice began to feel very uneasy : to be sure , she had not as yet had any dispute with the queen , but she knew that it might happen any minute , ' and then , ' thought she , ' what would become of me ? they 're dreadfully fond of beheading people here ; the great wonder is , that there 's any one left alive ! '",59
""" well , i am glad from my heart that you are here , for indeed the responsibility and the mystery were both becoming too much for my nerves . but how in the name of wonder did you come here , and what have you been doing ? i thought that you were in baker street working out that case of blackmailing . """,36
""" why do n't you say some yourself ? "" the child asked , with wondering eyes .",15
""" with master 's permission , i 'll make an observation to him , "" conseil then told me . "" our poor ned broods about all the things he ca n't have . he 's haunted by his former life . he seems to miss everything that 's denied us . he 's obsessed by his old memories and it 's breaking his heart . we must understand him . what does he have to occupy him here ? nothing . he is n't a scientist like master , and he does n't share our enthusiasm for the sea 's wonders . he would risk anything just to enter a tavern in his own country ! """,101
"but , alas ! for me to do wrong that never did right , was no great wonder . i hail no remedy but to go on : i had got into an employment quite remote to my genius , and directly contrary to the life i delighted in , and for which i forsook my father ’s house , and broke through all his good advice . nay , i was coming into the very middle station , or upper degree of low life , which my father advised me to before , and which , if i resolved to go on with , i might as well have stayed at home , and never have fatigued myself in the world as i had done ; and i used often to say to myself , i could have done this as well in england , among my friends , as have gone five thousand miles off to do it among strangers and savages , in a wilderness , and at such a distance as never to hear from any part of the world that had the least knowledge of me .",17
""" just like , i should fancy , and very depressing . i began to wonder what on earth i should do when i caught sight of the play - bill . what do you think the play was , harry ? """,15
"' i dare say you 're wondering why i do n't put my arm round your waist , ' the duchess said after a pause : ' the reason is , that i 'm doubtful about the temper of your flamingo . shall i try the experiment ? '",6
""" it 's no wonder my uncle felt as if trouble were coming on him in such a place as this , "" said he . "" it 's enough to scare any man . i 'll have a row of electric lamps up here inside of six months , and you wo n't know it again , with a thousand candle - power swan and edison right here in front of the hall door . """,4
""" the subterranean fires have therefore been smoldering for ten weeks , "" resumed gideon spilett , "" and it is not to be wondered at that they now break out with such violence ! """,24
""" i should not wonder if he was quite right there . but , on the other hand , judging from their appearance , most of them can not be at all expensive . """,4
""" it is evidently a meeting , "" said fix , "" and its object must be an exciting one . i should not wonder if it were about the alabama , despite the fact that that question is settled . """,24
it was no wonder that his condition terrified — that it infected me .,3
""" my dear harry , we either lunch or sup together every day , and i have been to the opera with you several times , "" said dorian , opening his blue eyes in wonder .",35
""" my word , it is n't a very cheerful place , "" said sir henry . "" i suppose one can tone down to it , but i feel a bit out of the picture at present . i do n't wonder that my uncle got a little jumpy if he lived all alone in such a house as this . however , if it suits you , we will retire early to - night , and perhaps things may seem more cheerful in the morning . """,42
"wondering , and of my wonder finding no end , i complied .",0
"wondering , and of my wonder finding no end , i complied .",5
"mr . rochester was mr . rochester in her eyes ; a gentleman , a landed proprietor -- nothing more : she inquired and searched no further , and evidently wondered at my wish to gain a more definite notion of his identity .",30
"i wonder if he read that notion in my face ; for , all at once , without speaking , he struck suddenly and strongly . i tottered , and on regaining my equilibrium retired back a step or two from his chair .",1
"of this preparation a tolerably abundant plateful was apportioned to each pupil . i ate what i could , and wondered within myself whether every day 's fare would be like this .",20
""" you can not now wonder , "" continued my master , "" that when you rose upon me so unexpectedly last night , i had difficulty in believing you any other than a mere voice and vision , something that would melt to silence and annihilation , as the midnight whisper and mountain echo had melted before . now , i thank god ! i know it to be otherwise .",5
"i wonder what she has gone through ? """,1
"yes , the lad was premature . he was gathering his harvest while it was yet spring . the pulse and passion of youth were in him , but he was becoming self - conscious . it was delightful to watch him . with his beautiful face , and his beautiful soul , he was a thing to wonder at . it was no matter how it all ended , or was destined to end . he was like one of those gracious figures in a pageant or a play , whose joys seem to be remote from one , but whose sorrows stir one 's sense of beauty , and whose wounds are like red roses .",58
"he began to wonder whether we could ever make psychology so absolute a science that each little spring of life would be revealed to us . as it was , we always misunderstood ourselves and rarely understood others . experience was of no ethical value . it was merely the name men gave to their mistakes . moralists had , as a rule , regarded it as a mode of warning , had claimed for it a certain ethical efficacy in the formation of character , had praised it as something that taught us what to follow and showed us what to avoid . but there was no motive power in experience . it was as little of an active cause as conscience itself . all that it really demonstrated was that our future would be the same as our past , and that the sin we had done once , and with loathing , we would do many times , and with joy .",3
"while lord henry sat dreaming on these things , a knock came to the door , and his valet entered and reminded him it was time to dress for dinner . he got up and looked out into the street . the sunset had smitten into scarlet gold the upper windows of the houses opposite . the panes glowed like plates of heated metal . the sky above was like a faded rose . he thought of his friend 's young fiery - coloured life and wondered how it was all going to end .",86
burns made no answer : i wondered at her silence .,6
"and so it went , some new wonder constantly delighting us . conseil observed and classified his zoophytes , articulates , mollusks , and fish . the days passed quickly , and i no longer kept track of them . ned , as usual , kept looking for changes of pace from our standard fare . like actual snails , we were at home in our shell , and i can vouch that it 's easy to turn into a full - fledged snail .",7
""" quite ready , james , "" she answered , keeping her eyes on her work . for some months past she had felt ill at ease when she was alone with this rough stern son of hers . her shallow secret nature was troubled when their eyes met . she used to wonder if he suspected anything . the silence , for he made no other observation , became intolerable to her . she began to complain . women defend themselves by attacking , just as they attack by sudden and strange surrenders . "" i hope you will be contented , james , with your sea - faring life , "" she said . "" you must remember that it is your own choice . you might have entered a solicitor 's office . solicitors are a very respectable class , and in the country often dine with the best families . """,53
"there he stopped , feeling afraid to turn round , and his eyes fixed themselves on the intricacies of the pattern before him . he heard campbell bringing in the heavy chest , and the irons , and the other things that he had required for his dreadful work . he began to wonder if he and basil hallward had ever met , and , if so , what they had thought of each other .",53
""" that it is not ! "" was the reply . "" i wonder whether the master-- """,13
""" you know i am a scoundrel , jane ? "" ere long he inquired wistfully -- wondering , i suppose , at my continued silence and tameness , the result rather of weakness than of will .",17
"this afternoon , instead of dreaming of deepden , i was wondering how a man who wished to do right could act so unjustly and unwisely as charles the first sometimes did ; and i thought what a pity it was that , with his integrity and conscientiousness , he could see no farther than the prerogatives of the crown .",11
"down , down , down . would the fall never come to an end ! ' i wonder how many miles i 've fallen by this time ? ' she said aloud . ' i must be getting somewhere near the centre of the earth . let me see : that would be four thousand miles down , i think-- '",17
"alice was not a bit hurt , and she jumped up on to her feet in a moment : she looked up , but it was all dark overhead ; before her was another long passage , and the white rabbit was still in sight , hurrying down it . there was not a moment to be lost : away went alice like the wind , and was just in time to hear it say , as it turned a corner , ' oh my ears and whiskers , how late it 's getting ! ' she was close behind it when she turned the corner , but the rabbit was no longer to be seen : she found herself in a long , low hall , which was lit up by a row of lamps hanging from the roof . there were doors all round the hall , but they were all locked ; and when alice had been all the way down one side and up the other , trying every door , she walked sadly down the middle , wondering how she was ever to get out again .",182
"they went out into the flickering , wind - blown sunlight and strolled down the dreary euston road . the passersby glanced in wonder at the sullen heavy youth who , in coarse , ill - fitting clothes , was in the company of such a graceful , refined - looking girl . he was like a common gardener walking with a rose .",23
"as i rose and dressed , i thought over what had happened , and wondered if it were a dream . i could not be certain of the reality till i had seen mr . rochester again , and heard him renew his words of love and promise .",14
"alice said nothing ; she had sat down with her face in her hands , wondering if anything would ever happen in a natural way again .",15
no wonder that letters addressed to people here had never received an answer : as well despatch epistles to a vault in a church aisle .,1
"the door closed , pencroft , herbert and spilett remained there , seated on a bench , talking little but wondering much .",20
"by the next day we had forgotten all our sufferings . at first , i was wondering that i was no longer thirsty , and i was for asking for the reason . the answer came in the murmuring of the stream at my feet .",16
""" sarah , come and sleep with me in the nursery ; i dare n't for my life be alone with that poor child to - night : she might die ; it 's such a strange thing she should have that fit : i wonder if she saw anything . missis was rather too hard . """,45
""" no , "" she answered , wondering at the harsh simplicity of life .",7
"nothing had changed in its interior arrangements . the prison was still a prison and its prisoners still prisoners . but , taking advantage of our slumber , the steward had cleared the table . consequently , nothing indicated any forthcoming improvement in our situation , and i seriously wondered if we were doomed to spend the rest of our lives in this cage .",49
"there our diving suits were removed , not without difficulty ; and utterly exhausted , faint from lack of food and rest , i repaired to my stateroom , full of wonder at this startling excursion on the bottom of the sea .",31
"the fact is that our friend , the baronet , begins to display a considerable interest in our fair neighbour . it is not to be wondered at , for time hangs heavily in this lonely spot to an active man like him , and she is a very fascinating and beautiful woman . there is something tropical and exotic about her which forms a singular contrast to her cool and unemotional brother . yet he also gives the idea of hidden fires . he has certainly a very marked influence over her , for i have seen her continually glance at him as she talked as if seeking approbation for what she said . i trust that he is kind to her . there is a dry glitter in his eyes , and a firm set of his thin lips , which goes with a positive and possibly a harsh nature . you would find him an interesting study .",26
""" could there be a fire on board ? "" i wondered .",11
i wondered what he sought there : his words soon explained the quest .,1
"the old man read so much truth and so much grief in the face of the young man that he made him a sign to listen , and repeated in a low voice : "" it was scarcely nine o’clock when i heard a noise in the street , and was wondering what it could be , when on coming to my door , i found that somebody was endeavoring to open it .",51
"luckily for alice , the little magic bottle had now had its full effect , and she grew no larger : still it was very uncomfortable , and , as there seemed to be no sort of chance of her ever getting out of the room again , no wonder she felt unhappy .",49
"there was a long silence after this , and alice could only hear whispers now and then ; such as , ' sure , i do n't like it , yer honour , at all , at all ! ' ' do as i tell you , you coward ! ' and at last she spread out her hand again , and made another snatch in the air . this time there were two little shrieks , and more sounds of broken glass . ' what a number of cucumber - frames there must be ! ' thought alice . ' i wonder what they 'll do next ! as for pulling me out of the window , i only wish they could ! i 'm sure i do n't want to stay in here any longer ! '",102
"he paused : the birds went on carolling , the leaves lightly rustling . i almost wondered they did not check their songs and whispers to catch the suspended revelation ; but they would have had to wait many minutes -- so long was the silence protracted .",16
"there was a dead silence instantly , and alice thought to herself , ' i wonder what they will do next ! if they had any sense , they 'd take the roof off . ' after a minute or two , they began moving about again , and alice heard the rabbit say , ' a barrowful will do , to begin with . '",15
"the wind shook some blossoms from the trees , and the heavy lilac - blooms , with their clustering stars , moved to and fro in the languid air . a grasshopper began to chirrup by the wall , and like a blue thread a long thin dragon - fly floated past on its brown gauze wings . lord henry felt as if he could hear basil hallward 's heart beating , and wondered what was coming .",73
"i do n't think either summer or harvest , or winter moon , will ever shine on their revels more . "" mrs . fairfax had dropped her knitting , and , with raised eyebrows , seemed wondering what sort of talk this was .",37
