text,ind
"he felt that if he brooded on what he had gone through he would sicken or grow mad . there were sins whose fascination was more in the memory than in the doing of them , strange triumphs that gratified the pride more than the passions , and gave to the intellect a quickened sense of joy , greater than any joy they brought , or could ever bring , to the senses . but this was not one of them . it was a thing to be driven out of the mind , to be drugged with poppies , to be strangled lest it might strangle one itself .",61
i thanked god -- experienced amidst unutterable exhaustion a glow of grateful joy -- and slept .,12
"he began to wonder whether we could ever make psychology so absolute a science that each little spring of life would be revealed to us . as it was , we always misunderstood ourselves and rarely understood others . experience was of no ethical value . it was merely the name men gave to their mistakes . moralists had , as a rule , regarded it as a mode of warning , had claimed for it a certain ethical efficacy in the formation of character , had praised it as something that taught us what to follow and showed us what to avoid . but there was no motive power in experience . it was as little of an active cause as conscience itself . all that it really demonstrated was that our future would be the same as our past , and that the sin we had done once , and with loathing , we would do many times , and with joy .",163
""" i telled mary how it would be , "" he said : "" i knew what mr . edward "" ( john was an old servant , and had known his master when he was the cadet of the house , therefore , he often gave him his christian name)--""i knew what mr . edward would do ; and i was certain he would not wait long neither : and he 's done right , for aught i know . i wish you joy , miss ! "" and he politely pulled his forelock .",84
i looked with timorous joy towards a stately house : i saw a blackened ruin .,4
"i now clapped my hands in sudden joy -- my pulse bounded , my veins thrilled .",7
"queen ! you do not know what felicity from heaven , what joys from paradise , are comprised in a moment like that .",12
""" yes , we should have a full day to - day , "" he remarked , and he rubbed his hands with the joy of action . "" the nets are all in place , and the drag is about to begin . we 'll know before the day is out whether we have caught our big , lean - jawed pike , or whether he has got through the meshes . """,24
"o pangloss ! what joy would this have given you if you had not been hanged . """,4
""" i fancy i begin to see my way , "" murmured milady , with a savage joy , burying herself under the clothes to conceal from anybody who might be watching her this burst of inward satisfaction .",17
"i sat in the dingy box absolutely enthralled . i forgot that i was in london and in the nineteenth century . i was away with my love in a forest that no man had ever seen . after the performance was over , i went behind and spoke to her . as we were sitting together , suddenly there came into her eyes a look that i had never seen there before . my lips moved towards hers . we kissed each other . i ca n't describe to you what i felt at that moment . it seemed to me that all my life had been narrowed to one perfect point of rose - coloured joy . she trembled all over and shook like a white narcissus . then she flung herself on her knees and kissed my hands . i feel that i should not tell you all this , but i ca n't help it . of course , our engagement is a dead secret . she has not even told her own mother . i do n't know what my guardians will say . lord radley is sure to be furious . i do n't care . i shall be of age in less than a year , and then i can do what i like . i have been right , basil , have n't i , to take my love out of poetry and to find my wife in shakespeare 's plays ? lips that shakespeare taught to speak have whispered their secret in my ear . i have had the arms of rosalind around me , and kissed juliet on the mouth . """,117
""" it is all very well for the present , "" said he ; "" but seriously , i trust that when the first flush of vivacity is over , you will look a little higher than domestic endearments and household joys . """,41
