text,ind
"he cast himself on his knees , seized the hand , and touched it respectfully with his lips .",1
"this diver did n't see us . a shadow cast by our crag hid us from his view . and besides , how could this poor indian ever have guessed that human beings , creatures like himself , were near him under the waters , eavesdropping on his movements , not missing a single detail of his fishing !",9
"the sails and the english flag were hoisted at ten minutes past three . mr . fogg and aouda , who were seated on deck , cast a last glance at the quay , in the hope of espying passepartout . fix was not without his fears lest chance should direct the steps of the unfortunate servant , whom he had so badly treated , in this direction ; in which case an explanation the reverse of satisfactory to the detective must have ensued . but the frenchman did not appear , and , without doubt , was still lying under the stupefying influence of the opium .",26
"he started , and the prisoner saw that start -- for though her eyes were cast down , nothing escaped her .",15
""" can you picture , "" i asked them , "" what this funnel must have been like when it was filled with boiling lava , and the level of that incandescent liquid rose right to the mountain 's mouth , like cast iron up the insides of a furnace ? """,42
"candide , thus driven out of this terrestrial paradise , rambled a long time without knowing where he went ; sometimes he raised his eyes , all bedewed with tears , towards heaven , and sometimes he cast a melancholy look towards the magnificent castle , where dwelt the fairest of young baronesses . he laid himself down to sleep in a furrow , heartbroken , and supperless .",37
"the fair one having cast her eye on two very large diamonds that were upon the young stranger 's finger , praised them in so earnest a manner that they were in an instant transferred from his finger to hers .",4
"he cast on me a glance of surprise ; but without answering , he cut a thick slice from his loaf , and gave it to me .",1
"the eyes of porthos were furtively cast upon this lady , and then roved about at large over the nave .",6
""" they say that when good americans die they go to paris , "" chuckled sir thomas , who had a large wardrobe of humour 's cast - off clothes .",26
"he discovered wonderful stories , also , about jewels . in alphonso 's clericalis disciplina a serpent was mentioned with eyes of real jacinth , and in the romantic history of alexander , the conqueror of emathia was said to have found in the vale of jordan snakes "" with collars of real emeralds growing on their backs . "" there was a gem in the brain of the dragon , philostratus told us , and "" by the exhibition of golden letters and a scarlet robe "" the monster could be thrown into a magical sleep and slain . according to the great alchemist , pierre de boniface , the diamond rendered a man invisible , and the agate of india made him eloquent . the cornelian appeased anger , and the hyacinth provoked sleep , and the amethyst drove away the fumes of wine . the garnet cast out demons , and the hydropicus deprived the moon of her colour . the selenite waxed and waned with the moon , and the meloceus , that discovers thieves , could be affected only by the blood of kids . leonardus camillus had seen a white stone taken from the brain of a newly killed toad , that was a certain antidote against poison . the bezoar , that was found in the heart of the arabian deer , was a charm that could cure the plague . in the nests of arabian birds was the aspilates , that , according to democritus , kept the wearer from any danger by fire .",149
"herbert had just thrown on an armful of dry wood , and the flame cast a bright light into the darkest parts of the passage .",14
"gideon spilett , with a stone cleverly and vigorously thrown , killed one of these tragopans , on which pencroft , made hungry by the fresh air , had cast greedy eyes .",29
""" there go two of my threads , watson . there is nothing more stimulating than a case where everything goes against you . we must cast round for another scent . """,26
"holmes cast a swift glance of triumph at me . "" oh , he mentioned his name , did he ? that was imprudent . what was the name that he mentioned ? """,1
"sometimes when the cardinal , always on horseback , like the lowest gendarme of the army , cast a pensive glance over those works , so slowly keeping pace with his wishes , which the engineers , brought from all the corners of france , were executing under his orders , if he met a musketeer of the company of treville , he drew near and looked at him in a peculiar manner , and not recognizing in him one of our four companions , he turned his penetrating look and profound thoughts in another direction .",17
""" it is that as i was cruelly bored , as you say , and as i had the seventy - five pistoles in my pocket which you had distributed to me , in order to amuse myself i invited a gentleman who was traveling this way to walk up , and proposed a cast of dice .",54
"he passed out of the room and began the ascent , basil hallward following close behind . they walked softly , as men do instinctively at night . the lamp cast fantastic shadows on the wall and staircase . a rising wind made some of the windows rattle .",30
"had i now had the sense to have gone back to hull , and have gone home , i had been happy , and my father , as in our blessed saviour ’s parable , had even killed the fatted calf for me ; for hearing the ship i went away in was cast away in yarmouth roads , it was a great while before he had any assurances that i was not drowned .",53
"but just when i least expected it , i laid my hands on a wonder , a natural deformity i 'd have to call it , something very seldom encountered . conseil had just made a cast of the dragnet , and his gear had come back up loaded with a variety of fairly ordinary seashells , when suddenly he saw me plunge my arms swiftly into the net , pull out a shelled animal , and give a conchological yell , in other words , the most piercing yell a human throat can produce .",36
"he cast a rapid glance around the room , and perceived that one of his men was missing .",1
"it was by means of the shadow cast on the sand by the stick , a way which , for want of an instrument , would give him a suitable approach to the result which he wished to obtain .",7
"in this manner i used to look upon my condition with the utmost regret . i had nobody to converse with , but now and then this neighbour ; no work to be done , but by the labour of my hands ; and i used to say , i lived just like a man cast away upon some desolate island , that had nobody there but himself . but how just has it been — and how should all men reflect , that when they compare their present conditions with others that are worse , heaven may oblige them to make the exchange , and be convinced of their former felicity by their experience — i say , how just has it been , that the truly solitary life i reflected on , in an island of mere desolation , should be my lot , who had so often unjustly compared it with the life which i then led , in which , had i continued , i had in all probability been exceeding prosperous and rich .",55
"bonacieux was repeating , word for word , a sentence which he had heard from the comte de rochefort ; but the poor wife , who had reckoned on her husband , and who , in that hope , had answered for him to the queen , did not tremble the less , both at the danger into which she had nearly cast herself and at the helpless state to which she was reduced .",62
"as i had once done thus in my breaking away from my parents , so i could not be content now , but i must go and leave the happy view i had of being a rich and thriving man in my new plantation , only to pursue a rash and immoderate desire of rising faster than the nature of the thing admitted ; and thus i cast myself down again into the deepest gulf of human misery that ever man fell into , or perhaps could be consistent with life and a state of health in the world .",67
"my friend placed a bottle at the distance of thirty paces , and at each cast he caught the neck of the bottle in his running noose .",15
"as d’artagnan had no time to lose , on account of the audience of the king , which was fixed for midday , he cast his eyes around , and seeing that the street was empty , said to his adversary , "" my faith !",24
thousands of luminous sheets and barbed tongues of fire were cast in various directions .,10
"yes , a dangerous matter — so dangerous that even the most saintly dared only whisper their religious opinions with bated breath , lest something which fell from their lips might be misconstrued , and bring down a swift retribution upon them . the victims of persecution had now turned persecutors on their own account , and persecutors of the most terrible description . not the inquisition of seville , nor the german vehm - gericht , nor the secret societies of italy , were ever able to put a more formidable machinery in motion than that which cast a cloud over the state of utah .",98
"after the third shock was over , and i felt no more for some time , i began to take courage ; and yet i had not heart enough to go over my wall again , for fear of being buried alive , but sat still upon the ground greatly cast down and disconsolate , not knowing what to do . all this while i had not the least serious religious thought ; nothing but the common “ lord have mercy upon me ! ” and when it was over that went away too .",50
"how many magnificent projects of vengeance she conceives by the light of the flashes which her tempestuous passion casts over her mind against mme . bonacieux , against buckingham , but above all against d’artagnan -- projects lost in the distance of the future .",18
"i remark upon this to my uncle , who replies doubtfully : "" yes , i am convinced that i am right . "" are we , then , speeding forward to some cataract which will cast us down an abyss ? this method of getting on may please the professor , because it is vertical ; but for my part i prefer the more ordinary modes of horizontal progression .",36
"it may be easily understood that in the present disposition of his master nothing could be more disagreeable to bazin than the arrival of d’artagnan , which might cast his master back again into that vortex of mundane affairs which had so long carried him away .",28
""" i hope your visit has cast some light upon those occurrences which have puzzled us ? """,6
"d’artagnan , however , stupefied , cast down , annihilated by all that happened , stood , with crossed arms , before the musketeer and mme . bonacieux .",6
"two months earlier we would have enjoyed perpetual daylight in this latitude ; but night already fell for three or four hours , and later it would cast six months of shadow over these circumpolar regions .",27
"another reflection was of great use to me , and doubtless would be so to any one that should fall into such distress as mine was ; and this was , to compare my present condition with what i at first expected it would be ; nay , with what it would certainly have been , if the good providence of god had not wonderfully ordered the ship to be cast up nearer to the shore , where i not only could come at her , but could bring what i got out of her to the shore , for my relief and comfort ; without which , i had wanted for tools to work , weapons for defence , and gunpowder and shot for getting my food .",70
"about four o’clock in the evening , being then within a league of the island , i found the point of the rocks which occasioned this disaster stretching out , as is described before , to the southward , and casting off the current more southerly , had , of course , made another eddy to the north ; and this i found very strong , but not directly setting the way my course lay , which was due west , but almost full north . however , having a fresh gale , i stretched across this eddy , slanting north - west ; and in about an hour came within about a mile of the shore , where , it being smooth water , i soon got to land .",40
"on attaining it , their first look was cast upon the ocean which not long before they had traversed in such a terrible condition .",8
"do not cast yourself against such a rock ; he would break you like glass . """,2
"her carriage was that of a queen or a goddess ; her eyes , which cast the brilliancy of emeralds , were perfectly beautiful , and yet were at the same time full of sweetness and majesty .",15
""" she has been unkind to you , no doubt ; because you see , she dislikes your cast of character , as miss scatcherd does mine ; but how minutely you remember all she has done and said to you !",18
"cyrus harding then , standing up , cast the light of the lamp upon the walls of the cavern which separated it from the central shaft of the volcano .",7
pencroft and herbert examined for some time the country on which they had been cast ; but it was difficult to guess after so hasty an inspection what the future had in store for them .,14
"revolving all this in her mind , she cast her eyes around her , and arranged the topography of the garden in her head .",8
"i estimate that this cast of the net brought in more than 1,000 pounds of fish . it was a fine catch but not surprising . in essence , these nets stayed in our wake for several hours , incarcerating an entire aquatic world in prisons made of thread . so we were never lacking in provisions of the highest quality , which the nautilus 's speed and the allure of its electric light could continually replenish .",4
"at this locality we stood in the center of a huge clearing surrounded by the tall tree forms of this underwater forest . our lamps cast a sort of brilliant twilight over the area , making inordinately long shadows on the seafloor . past the boundaries of the clearing , the darkness deepened again , relieved only by little sparkles given off by the sharp crests of coral .",25
"he took them with him , without encouraging them or promising them anything , and without concealing from them that their luck , and even his own , depended upon the cast of the dice .",31
"those two words , your mass , and a simple glance cast upon felton , revealed to her all the importance of the reply she was about to make ; but with that rapidity of intelligence which was peculiar to her , this reply , ready arranged , presented itself to her lips :",11
"the procurator ’s wife fancied she saw him in a brilliant cloud , all surrounded by duchesses and marchionesses , who cast bags of money at his feet .",21
"in fact , on the night of the 23rd , the hull entirely broke up , and some of the wreck was cast up on the beach .",22
""" why , "" i cried , as i cast my eye over it , "" this is terrible ! """,9
