text,ind
"the engineer even observed that these barks had something strange in them , like those which the dog had uttered at the mouth of the well in granite house .",9
"mr . rochester , this was not sophie , it was not leah , it was not mrs . fairfax : it was not -- no , i was sure of it , and am still -- it was not even that strange woman , grace poole . """,42
"the engineer did not know what to think , and could not refrain from dreaming of many strange improbabilities .",17
"accustomed to go far into the regions of scientific reality , he would not allow himself to be drawn into the regions of the strange and almost of the supernatural ; but yet how to explain why top , one of those sensible dogs who never waste their time in barking at the moon , should persist in trying with scent and hearing to fathom this abyss , if there was nothing there to cause his uneasiness ?",24
"he had not entered the place for more than four years -- not , indeed , since he had used it first as a play- room when he was a child , and then as a study when he grew somewhat older . it was a large , well- proportioned room , which had been specially built by the last lord kelso for the use of the little grandson whom , for his strange likeness to his mother , and also for other reasons , he had always hated and desired to keep at a distance . it appeared to dorian to have but little changed . there was the huge italian cassone , with its fantastically painted panels and its tarnished gilt mouldings , in which he had so often hidden himself as a boy . there the satinwood book - case filled with his dog - eared schoolbooks . on the wall behind it was hanging the same ragged flemish tapestry where a faded king and queen were playing chess in a garden , while a company of hawkers rode by , carrying hooded birds on their gauntleted wrists . how well he remembered it all ! every moment of his lonely childhood came back to him as he looked round . he recalled the stainless purity of his boyish life , and it seemed horrible to him that it was here the fatal portrait was to be hidden away . how little he had thought , in those dead days , of all that was in store for him !",73
"so that was the story of dorian gray 's parentage . crudely as it had been told to him , it had yet stirred him by its suggestion of a strange , almost modern romance . a beautiful woman risking everything for a mad passion . a few wild weeks of happiness cut short by a hideous , treacherous crime . months of voiceless agony , and then a child born in pain . the mother snatched away by death , the boy left to solitude and the tyranny of an old and loveless man .",30
felton stood before this strange apparition like one petrified .,4
""" do n't be alarmed , "" continued the strange being ; "" she 's a safe hand is mrs . poole : close and quiet ; any one may repose confidence in her .",9
"there was something terribly enthralling in the exercise of influence . no other activity was like it . to project one 's soul into some gracious form , and let it tarry there for a moment ; to hear one 's own intellectual views echoed back to one with all the added music of passion and youth ; to convey one 's temperament into another as though it were a subtle fluid or a strange perfume : there was a real joy in that -- perhaps the most satisfying joy left to us in an age so limited and vulgar as our own , an age grossly carnal in its pleasures , and grossly common in its aims ....",74
"his eye fell on the yellow book that lord henry had sent him . what was it , he wondered . he went towards the little , pearl - coloured octagonal stand that had always looked to him like the work of some strange egyptian bees that wrought in silver , and taking up the volume , flung himself into an arm - chair and began to turn over the leaves . after a few minutes he became absorbed . it was the strangest book that he had ever read . it seemed to him that in exquisite raiment , and to the delicate sound of flutes , the sins of the world were passing in dumb show before him . things that he had dimly dreamed of were suddenly made real to him . things of which he had never dreamed were gradually revealed .",43
"his eye fell on the yellow book that lord henry had sent him . what was it , he wondered . he went towards the little , pearl - coloured octagonal stand that had always looked to him like the work of some strange egyptian bees that wrought in silver , and taking up the volume , flung himself into an arm - chair and began to turn over the leaves . after a few minutes he became absorbed . it was the strangest book that he had ever read . it seemed to him that in exquisite raiment , and to the delicate sound of flutes , the sins of the world were passing in dumb show before him . things that he had dimly dreamed of were suddenly made real to him . things of which he had never dreamed were gradually revealed .",83
"he recalled , all at once , the warnings of lord de winter , the seductions of milady , her first attempts after her arrival . he drew back a step , and hung down his head , without , however , ceasing to look at her , as if , fascinated by this strange creature , he could not detach his eyes from her eyes .",54
"often , on returning home from one of those mysterious and prolonged absences that gave rise to such strange conjecture among those who were his friends , or thought that they were so , he himself would creep upstairs to the locked room , open the door with the key that never left him now , and stand , with a mirror , in front of the portrait that basil hallward had painted of him , looking now at the evil and aging face on the canvas , and now at the fair young face that laughed back at him from the polished glass . the very sharpness of the contrast used to quicken his sense of pleasure . he grew more and more enamoured of his own beauty , more and more interested in the corruption of his own soul . he would examine with minute care , and sometimes with a monstrous and terrible delight , the hideous lines that seared the wrinkling forehead or crawled around the heavy sensual mouth , wondering sometimes which were the more horrible , the signs of sin or the signs of age . he would place his white hands beside the coarse bloated hands of the picture , and smile . he mocked the misshapen body and the failing limbs .",18
"the pacific ocean extends north to south between the two polar circles and east to west between america and asia over an expanse of 145 degrees of longitude . it 's the most tranquil of the seas ; its currents are wide and slow - moving , its tides moderate , its rainfall abundant . and this was the ocean that i was first destined to cross under these strangest of auspices .",69
"sometimes he smiled at herbert 's ideas or pencroft 's nonsense , but always and everywhere he pondered over those inexplicable facts , that strange enigma , of which the secret still escaped him !",24
"here i walked about for a long time , feeling very strange , and mortally apprehensive of some one coming in and kidnapping me ; for i believed in kidnappers , their exploits having frequently figured in bessie 's fireside chronicles .",11
""" it seemed to me that my sudden appearance might shake his nerves and lead him to say something unguarded . the boots volunteered to show me the room : it was on the second floor , and there was a small corridor leading up to it . the boots pointed out the door to me , and was about to go downstairs again when i saw something that made me feel sickish , in spite of my twenty years ' experience . from under the door there curled a little red ribbon of blood , which had meandered across the passage and formed a little pool along the skirting at the other side . i gave a cry , which brought the boots back . he nearly fainted when he saw it . the door was locked on the inside , but we put our shoulders to it , and knocked it in . the window of the room was open , and beside the window , all huddled up , lay the body of a man in his nightdress . he was quite dead , and had been for some time , for his limbs were rigid and cold . when we turned him over , the boots recognized him at once as being the same gentleman who had engaged the room under the name of joseph stangerson . the cause of death was a deep stab in the left side , which must have penetrated the heart . and now comes the strangest part of the affair . what do you suppose was above the murdered man ? """,255
"yet one had ancestors in literature as well as in one 's own race , nearer perhaps in type and temperament , many of them , and certainly with an influence of which one was more absolutely conscious . there were times when it appeared to dorian gray that the whole of history was merely the record of his own life , not as he had lived it in act and circumstance , but as his imagination had created it for him , as it had been in his brain and in his passions . he felt that he had known them all , those strange terrible figures that had passed across the stage of the world and made sin so marvellous and evil so full of subtlety . it seemed to him that in some mysterious way their lives had been his own .",105
"there was a horrible fascination in them all . he saw them at night , and they troubled his imagination in the day . the renaissance knew of strange manners of poisoning-- poisoning by a helmet and a lighted torch , by an embroidered glove and a jewelled fan , by a gilded pomander and by an amber chain . dorian gray had been poisoned by a book . there were moments when he looked on evil simply as a mode through which he could realize his conception of the beautiful .",28
"our strength returned promptly , and when i looked around , i saw that we were alone on the platform . no crewmen . not even captain nemo . those strange seamen on the nautilus were content with the oxygen circulating inside . not one of them had come up to enjoy the open air .",30
"he was walking home about eleven o'clock from lord henry 's , where he had been dining , and was wrapped in heavy furs , as the night was cold and foggy . at the corner of grosvenor square and south audley street , a man passed him in the mist , walking very fast and with the collar of his grey ulster turned up . he had a bag in his hand . dorian recognized him . it was basil hallward . a strange sense of fear , for which he could not account , came over him . he made no sign of recognition and went on quickly in the direction of his own house .",84
""" o sage pangloss , "" cried candide , "" what a strange genealogy is this ! is not the devil the root of it ? """,12
"when , therefore , a voice broke the strange stillness at last , it was audible enough to me .",8
""" it is strange , "" said he to martin , "" very strange that i should have time to sail from surinam to bordeaux ; to travel thence to paris , to dieppe , to portsmouth ; to sail along the coast of portugal and spain , and up the mediterranean to spend some months at venice ; and that my lovely cunegund should not have arrived . instead of her , i only met with a parisian impostor , and a rascally abbe of perigord .",3
""" it is strange , "" said he to martin , "" very strange that i should have time to sail from surinam to bordeaux ; to travel thence to paris , to dieppe , to portsmouth ; to sail along the coast of portugal and spain , and up the mediterranean to spend some months at venice ; and that my lovely cunegund should not have arrived . instead of her , i only met with a parisian impostor , and a rascally abbe of perigord .",13
"there are moments when the odour of lilas blanc passes suddenly across me , and i have to live the strangest month of my life over again . i wish i could change places with you , dorian . the world has cried out against us both , but it has always worshipped you . it always will worship you . you are the type of what the age is searching for , and what it is afraid it has found . i am so glad that you have never done anything , never carved a statue , or painted a picture , or produced anything outside of yourself ! life has been your art . you have set yourself to music . your days are your sonnets . """,20
"mrs . fairfax surmised that he was gone to make arrangements for his wedding , as he had talked of purchasing a new carriage : she said the idea of his marrying miss ingram still seemed strange to her ; but from what everybody said , and from what she had herself seen , she could no longer doubt that the event would shortly take place .",36
he almost started at my sudden and strange abruptness : he looked at me astonished .,7
"spilett resolved to recur to this incident as soon as the "" bonadventure "" returned , and to urge cyrus harding to acquaint their companions with these strange facts .",27
""" ah ! i quite recognise you . you are the servant of the strange englishman-- """,14
""" all this seems strange to you , "" continued holmes , "" because you failed at the beginning of the inquiry to grasp the importance of the single real clue which was presented to you . i had the good fortune to seize upon that , and everything which has occurred since then has served to confirm my original supposition , and , indeed , was the logical sequence of it . hence things which have perplexed you and made the case more obscure , have served to enlighten me and to strengthen my conclusions . it is a mistake to confound strangeness with mystery . the most commonplace crime is often the most mysterious because it presents no new or special features from which deductions may be drawn . this murder would have been infinitely more difficult to unravel had the body of the victim been simply found lying in the roadway without any of those outré and sensational accompaniments which have rendered it remarkable . these strange details , far from making the case more difficult , have really had the effect of making it less so . """,4
""" all this seems strange to you , "" continued holmes , "" because you failed at the beginning of the inquiry to grasp the importance of the single real clue which was presented to you . i had the good fortune to seize upon that , and everything which has occurred since then has served to confirm my original supposition , and , indeed , was the logical sequence of it . hence things which have perplexed you and made the case more obscure , have served to enlighten me and to strengthen my conclusions . it is a mistake to confound strangeness with mystery . the most commonplace crime is often the most mysterious because it presents no new or special features from which deductions may be drawn . this murder would have been infinitely more difficult to unravel had the body of the victim been simply found lying in the roadway without any of those outré and sensational accompaniments which have rendered it remarkable . these strange details , far from making the case more difficult , have really had the effect of making it less so . """,169
"i attach a print of the positive . in it you can view these primordial rocks that have never seen the light of day , this nether granite that forms the powerful foundation of our globe , the deep caves cut into the stony mass , the outlines of incomparable distinctness whose far edges stand out in black as if from the brush of certain flemish painters . in the distance is a mountainous horizon , a wondrously undulating line that makes up the background of this landscape . the general effect of these smooth rocks is indescribable : black , polished , without moss or other blemish , carved into strange shapes , sitting firmly on a carpet of sand that sparkled beneath our streams of electric light .",111
"de winter has changed his usual stupidity into a strange prudence . it is the desire of vengeance , and how desire molds a man !",9
"returned home with athos , aramis and porthos inquired eagerly the cause of the strange interview ; but d’artagnan confined himself to telling them that m. de richelieu had sent for him to propose to him to enter into his guards with the rank of ensign , and that he had refused .",14
""" strange indeed ! "" i could not help ejaculating .",1
"at this announcement , during which the door remained open , everyone became mute , and amid the general silence the young man crossed part of the length of the antechamber , and entered the apartment of the captain of the musketeers , congratulating himself with all his heart at having so narrowly escaped the end of this strange quarrel .",58
"phileas fogg had not concealed from sir francis his design of going round the world , nor the circumstances under which he set out ; and the general only saw in the wager a useless eccentricity and a lack of sound common sense . in the way this strange gentleman was going on , he would leave the world without having done any good to himself or anybody else .",48
"strange energy was in his voice , strange fire in his look .",0
"strange energy was in his voice , strange fire in his look .",7
""" they do n't look grave and mysterious , as if they had heard something strange ? """,15
"suddenly , to my intense astonishment , i noticed a strange fact , and i uttered a cry of surprise .",10
""" my god ! if it is true , "" he exclaimed , "" and this is what you have done with your life , why , you must be worse even than those who talk against you fancy you to be ! "" he held the light up again to the canvas and examined it . the surface seemed to be quite undisturbed and as he had left it . it was from within , apparently , that the foulness and horror had come . through some strange quickening of inner life the leprosies of sin were slowly eating the thing away . the rotting of a corpse in a watery grave was not so fearful .",88
"and how did you know of my being here ? and by what strange adventure did you contrive to have me brought into this house ? and how- """,13
""" no ; but i have had a strange hallucination ; it is over now . is all going on right ? """,8
"would it not be strange , die , to be chained for life to a man who regarded one but as a useful tool ? """,4
""" a strange affair ! "" i said , in a low voice : then , looking at her fixedly",2
""" do you know , sir , that you are asking me very strange questions , and that i am very foolish to answer them ? """,13
"nothing , say you ? perhaps so ; nothing but a charming woman , who , strange as it may appear , made him the happiest of men ! truly , would you not for less than that make the tour around the world ?",16
"there were no longer high cliffs as at prospect heights , but a strange and capricious border which surrounded the narrow gulf between the two capes , formed of mineral matter , thrown up by the volcano .",13
""" very strange ! "" murmured the engineer , leaping first up the ladder .",2
""" it is only the sacred things that are worth touching , dorian , "" said lord henry , with a strange touch of pathos in his voice . "" but why should you be annoyed ? i suppose she will belong to you some day . when one is in love , one always begins by deceiving one 's self , and one always ends by deceiving others . that is what the world calls a romance . you know her , at any rate , i suppose ? """,21
"on the reporter observing that since the table was spread for the rabbits , it was strange that the rabbits themselves should be wanting , the two sportsmen carefully explored the warren .",16
"he felt that if he brooded on what he had gone through he would sicken or grow mad . there were sins whose fascination was more in the memory than in the doing of them , strange triumphs that gratified the pride more than the passions , and gave to the intellect a quickened sense of joy , greater than any joy they brought , or could ever bring , to the senses . but this was not one of them . it was a thing to be driven out of the mind , to be drugged with poppies , to be strangled lest it might strangle one itself .",36
"in the deep shade , at the farther end of the room , a figure ran backwards and forwards . what it was , whether beast or human being , one could not , at first sight , tell : it grovelled , seemingly , on all fours ; it snatched and growled like some strange wild animal : but it was covered with clothing , and a quantity of dark , grizzled hair , wild as a mane , hid its head and face .",55
""" yes ; but the time is of no consequence : what followed is the strange point .",15
"i found the mess to consist of indifferent potatoes and strange shreds of rusty meat , mixed and cooked together .",10
"i liked the hush , the gloom , the quaintness of these retreats in the day ; but i by no means coveted a night 's repose on one of those wide and heavy beds : shut in , some of them , with doors of oak ; shaded , others , with wrought old english hangings crusted with thick work , portraying effigies of strange flowers , and stranger birds , and strangest human beings,--all which would have looked strange , indeed , by the pallid gleam of moonlight .",65
"i liked the hush , the gloom , the quaintness of these retreats in the day ; but i by no means coveted a night 's repose on one of those wide and heavy beds : shut in , some of them , with doors of oak ; shaded , others , with wrought old english hangings crusted with thick work , portraying effigies of strange flowers , and stranger birds , and strangest human beings,--all which would have looked strange , indeed , by the pallid gleam of moonlight .",69
"i liked the hush , the gloom , the quaintness of these retreats in the day ; but i by no means coveted a night 's repose on one of those wide and heavy beds : shut in , some of them , with doors of oak ; shaded , others , with wrought old english hangings crusted with thick work , portraying effigies of strange flowers , and stranger birds , and strangest human beings,--all which would have looked strange , indeed , by the pallid gleam of moonlight .",73
"i liked the hush , the gloom , the quaintness of these retreats in the day ; but i by no means coveted a night 's repose on one of those wide and heavy beds : shut in , some of them , with doors of oak ; shaded , others , with wrought old english hangings crusted with thick work , portraying effigies of strange flowers , and stranger birds , and strangest human beings,--all which would have looked strange , indeed , by the pallid gleam of moonlight .",80
"nothing strange happened , although pencroft and neb were on the watch for the most insignificant facts to which they attached any mysterious cause .",1
""" preoccupied as monsieur was with the letter he had received , he did not observe that ; but i , whom the strange fashion in which that letter came into the house had placed on my guard -- i did not lose a movement of his features . """,23
""" strange hardships , i imagine -- poor , emaciated , pallid wanderer ? """,1
"i experienced a strange feeling as the key grated in the lock , and the sound of his retreating step ceased to be heard .",3
"one evening he mixed a powerful narcotic with my water . scarcely had i finished my repast , when i felt myself sink by degrees into a strange torpor . although i was without mistrust , a vague fear seized me , and i tried to struggle against sleepiness . i arose .",27
"you sent me a strange madman this morning ! see the state in which he has put me . """,4
i thought it a very strange kind of ceremony ; for thus we are generally apt to judge of things when we have not seen the world .,5
"at 10:15 captain nemo himself took the helm . dark and deep , a wide gallery opened ahead of us . the nautilus was brazenly swallowed up . strange rumblings were audible along our sides . it was the water of the red sea , hurled toward the mediterranean by the tunnel 's slope . our engines tried to offer resistance by churning the waves with propeller in reverse , but the nautilus went with the torrent , as swift as an arrow .",28
"so this way of living began to seem simple and natural to us , and we no longer envisioned a different lifestyle on the surface of the planet earth , when something happened to remind us of our strange circumstances .",38
"just then , as if to take my side in the argument , a bubbling began astern of this strange submersible -- whose drive mechanism was obviously a propeller -- and the boat started to move . we barely had time to hang on to its topside , which emerged about eighty centimeters above water . fortunately its speed was not excessive .",19
"you -- you strange , you almost unearthly thing!--i love as my own flesh . you -- poor and obscure , and small and plain as you are -- i entreat to accept me as a husband . """,3
"when thus alone , i not unfrequently heard grace poole 's laugh : the same peal , the same low , slow ha ! ha ! which , when first heard , had thrilled me : i heard , too , her eccentric murmurs ; stranger than her laugh .",45
"when i heard this , i was beginning to feel a strange chill and failing at the heart .",11
"his face was very much agitated and very much flushed , and there were strong workings in the features , and strange gleams in the eyes .",21
"finally this long night was over . my imperfect memories wo n't let me recall my every impression of it . a single detail comes back to me . several times , during various lulls of wind and sea , i thought i heard indistinct sounds , a sort of elusive harmony produced by distant musical chords . what was the secret behind this underwater navigating , whose explanation the whole world had sought in vain ? what beings lived inside this strange boat ? what mechanical force allowed it to move about with such prodigious speed ?",82
""" well , "" said the reporter to him , in a low voice , "" this is a strange thing . """,19
""" strange indeed ! "" returned cyrus harding .",1
"the strangest thing of all was , that not a soul in the house , except me , noticed her habits , or seemed to marvel at them : no one discussed her position or employment ; no one pitied her solitude or isolation .",1
"strange or not , it was very fortunate .",0
