text,ind
""" only my christian name , and that i am quite sure she never mentioned to any one . she told me once that they were all rather curious to learn who i was , and that she invariably told them my name was prince charming . it was pretty of her . you must do me a drawing of sibyl , basil . i should like to have something more of her than the memory of a few kisses and some broken pathetic words . """,28
with top 's barking were mingled curious gruntings .,6
"' well ! i 've often seen a cat without a grin , ' thought alice ; ' but a grin without a cat ! it 's the most curious thing i ever saw in my life ! '",29
"i see at intervals the glance of a curious sort of bird through the close - set bars of a cage : a vivid , restless , resolute captive is there ; were it but free , it would soar cloud - high . you are still bent on going ? """,8
"the colonists were then on the shore of an unimportant little harbor , which would scarcely have contained even two or three fishing - boats . it served as a neck to the new creek , of which the curious thing was that its waters , instead of joining the sea by a gentle slope , fell from a height of more than forty feet , which explained why the rising tide was not felt up the stream .",39
""" i am afraid it is rather heavy , "" murmured dorian as he unlocked the door that opened into the room that was to keep for him the curious secret of his life and hide his soul from the eyes of men .",29
"but there was no other place in the house so secure from prying eyes as this . he had the key , and no one else could enter it . beneath its purple pall , the face painted on the canvas could grow bestial , sodden , and unclean . what did it matter ? no one could see it . he himself would not see it . why should he watch the hideous corruption of his soul ? he kept his youth-- that was enough . and , besides , might not his nature grow finer , after all ? there was no reason that the future should be so full of shame . some love might come across his life , and purify him , and shield him from those sins that seemed to be already stirring in spirit and in flesh-- those curious unpictured sins whose very mystery lent them their subtlety and their charm . perhaps , some day , the cruel look would have passed away from the scarlet sensitive mouth , and he might show to the world basil hallward 's masterpiece .",145
"dorian heaved a sigh , and lord henry strolled across the room and began to stroke the head of a curious java parrot , a large , grey - plumaged bird with pink crest and tail , that was balancing itself upon a bamboo perch . as his pointed fingers touched it , it dropped the white scurf of crinkled lids over black , glasslike eyes and began to sway backwards and forwards .",20
""" i forget , "" said dorian . "" i suppose i did . but i never really liked it . i am sorry i sat for it . the memory of the thing is hateful to me . why do you talk of it ? it used to remind me of those curious lines in some play -- hamlet , i think -- how do they run?--",53
""" my dear fellow , "" said lord henry , elevating his eyebrows in surprise , "" i asked you because i thought you might be able to give me an answer . that is all . i was going through the park last sunday , and close by the marble arch there stood a little crowd of shabby - looking people listening to some vulgar street- preacher . as i passed by , i heard the man yelling out that question to his audience . it struck me as being rather dramatic . london is very rich in curious effects of that kind . a wet sunday , an uncouth christian in a mackintosh , a ring of sickly white faces under a broken roof of dripping umbrellas , and a wonderful phrase flung into the air by shrill hysterical lips -- it was really very good in its way , quite a suggestion . i thought of telling the prophet that art had a soul , but that man had not . i am afraid , however , he would not have understood me . """,99
"just as she said this , she noticed that one of the trees had a door leading right into it . ' that 's very curious ! ' she thought . ' but everything 's curious today . i think i may as well go in at once . ' and in she went .",25
"a large rose - tree stood near the entrance of the garden : the roses growing on it were white , but there were three gardeners at it , busily painting them red . alice thought this a very curious thing , and she went nearer to watch them , and just as she came up to them she heard one of them say , ' look out now , five ! do n't go splashing paint over me like that ! '",39
"mr . fogg and his servant went ashore at aden to have the passport again visaed ; fix , unobserved , followed them . the visa procured , mr . fogg returned on board to resume his former habits ; while passepartout , according to custom , sauntered about among the mixed population of somalis , banyans , parsees , jews , arabs , and europeans who comprise the twenty - five thousand inhabitants of aden . he gazed with wonder upon the fortifications which make this place the gibraltar of the indian ocean , and the vast cisterns where the english engineers were still at work , two thousand years after the engineers of solomon . "" very curious , very curious , "" said passepartout to himself , on returning to the steamer . "" i see that it is by no means useless to travel , if a man wants to see something new . """,119
"mr . fogg and his servant went ashore at aden to have the passport again visaed ; fix , unobserved , followed them . the visa procured , mr . fogg returned on board to resume his former habits ; while passepartout , according to custom , sauntered about among the mixed population of somalis , banyans , parsees , jews , arabs , and europeans who comprise the twenty - five thousand inhabitants of aden . he gazed with wonder upon the fortifications which make this place the gibraltar of the indian ocean , and the vast cisterns where the english engineers were still at work , two thousand years after the engineers of solomon . "" very curious , very curious , "" said passepartout to himself , on returning to the steamer . "" i see that it is by no means useless to travel , if a man wants to see something new . """,122
"she was looking about for some way of escape , and wondering whether she could get away without being seen , when she noticed a curious appearance in the air : it puzzled her very much at first , but , after watching it a minute or two , she made it out to be a grin , and she said to herself ' it 's the cheshire cat : now i shall have somebody to talk to . '",25
""" what does this mean ? "" cried hallward , at last . his own voice sounded shrill and curious in his ears .",19
""" never marry at all , dorian . men marry because they are tired ; women , because they are curious : both are disappointed . """,20
"it is impossible to express the astonishment of these poor creatures at the noise and fire of my gun : some of them were even ready to die for fear , and fell down as dead with the very terror ; but when they saw the creature dead , and sunk in the water , and that i made signs to them to come to the shore , they took heart and came , and began to search for the creature . i found him by his blood staining the water ; and by the help of a rope , which i slung round him , and gave the negroes to haul , they dragged him on shore , and found that it was a most curious leopard , spotted , and fine to an admirable degree ; and the negroes held up their hands with admiration , to think what it was i had killed him with .",126
""" ha ! "" cried martin , "" here are fourscore volumes of the memoirs of the academy of sciences ; perhaps there may be something curious and valuable in this collection . """,26
"then he remembered the lamp . it was a rather curious one of moorish workmanship , made of dull silver inlaid with arabesques of burnished steel , and studded with coarse turquoises . perhaps it might be missed by his servant , and questions would be asked . he hesitated for a moment , then he turned back and took it from the table . he could not help seeing the dead thing . how still it was ! how horribly white the long hands looked ! it was like a dreadful wax image .",10
"his chief delight , however , was found in the perusal of an exceedingly rare and curious book in quarto gothic — the manual of a forgotten church — the vigiliæ mortuorum secundum chorum ecclesiæ maguntinæ .",16
"when he reached the library , he saw the bag and coat in the corner . they must be hidden away somewhere . he unlocked a secret press that was in the wainscoting , a press in which he kept his own curious disguises , and put them into it . he could easily burn them afterwards . then he pulled out his watch . it was twenty minutes to two .",42
"he sat down and began to think . every year -- every month , almost-- men were strangled in england for what he had done . there had been a madness of murder in the air . some red star had come too close to the earth . . . . and yet , what evidence was there against him ? basil hallward had left the house at eleven . no one had seen him come in again . most of the servants were at selby royal . his valet had gone to bed .... paris ! yes . it was to paris that basil had gone , and by the midnight train , as he had intended . with his curious reserved habits , it would be months before any suspicions would be roused . months ! everything could be destroyed long before then .",121
"all this is very strange ; and i am curious to know how it will end . """,9
""" that is the reason , i suppose , that you never dine with me now . i thought you must have some curious romance on hand . you have ; but it is not quite what i expected . """,23
""" i am only curious to unravel the mystery to which she is attached .",4
"while i paced softly on , the last sound i expected to hear in so still a region , a laugh , struck my ear . it was a curious laugh ; distinct , formal , mirthless .",29
"holmes was silent , but his little darting glances showed me the interest which he took in our curious companion .",18
' what a curious plan ! ' exclaimed alice .,3
"was there any means of detaining mr . fogg in the car , to avoid a meeting between him and the colonel ? it ought not to be a difficult task , since that gentleman was naturally sedentary and little curious . the detective , at least , seemed to have found a way ; for , after a few moments , he said to mr . fogg , "" these are long and slow hours , sir , that we are passing on the railway . """,40
""" that is curious , "" said i , "" it is so easy to be careful . """,3
"' thank you , it 's a very interesting dance to watch , ' said alice , feeling very glad that it was over at last : ' and i do so like that curious song about the whiting ! '",34
"' it 's all about as curious as it can be , ' said the gryphon .",6
""" i begin to think that very curious things happen in lincoln island ! "" said pencroft .",7
""" curious ? "" replied gideon spilett , "" not at all , pencroft , nothing can be more natural .",1
"a long , low moan , indescribably sad , swept over the moor . it filled the whole air , and yet it was impossible to say whence it came . from a dull murmur it swelled into a deep roar , and then sank back into a melancholy , throbbing murmur once again . stapleton looked at me with a curious expression in his face .",61
"yet it was not this alone that made him gloomy and morose . inexperienced though he was , he had still a strong sense of the danger of sibyl 's position . this young dandy who was making love to her could mean her no good . he was a gentleman , and he hated him for that , hated him through some curious race - instinct for which he could not account , and which for that reason was all the more dominant within him . he was conscious also of the shallowness and vanity of his mother 's nature , and in that saw infinite peril for sibyl and sibyl 's happiness . children begin by loving their parents ; as they grow older they judge them ; sometimes they forgive them .",63
""" i can not explain . "" she spoke in a low , eager voice , with a curious lisp in her utterance . "" but for god 's sake do what i ask you . go back and never set foot upon the moor again . """,18
"it was high time to go , for the pool was getting quite crowded with the birds and animals that had fallen into it : there were a duck and a dodo , a lory and an eaglet , and several other curious creatures . alice led the way , and the whole party swam to the shore .",42
"immediately they conducted candide to a beautiful pavilion adomed with a colonnade of green marble , spotted with yellow , and with an intertexture of vines , which served as a kind of cage for parrots , humming birds , guinea hens , and all other curious kinds of birds .",46
""" you have a curious , designing mind , mr . rochester . i am afraid your principles on some points are eccentric . """,4
"as the painter looked at the gracious and comely form he had so skilfully mirrored in his art , a smile of pleasure passed across his face , and seemed about to linger there . but he suddenly started up , and closing his eyes , placed his fingers upon the lids , as though he sought to imprison within his brain some curious dream from which he feared he might awake .",63
"alice watched the white rabbit as he fumbled over the list , feeling very curious to see what the next witness would be like , ' --for they have n't got much evidence yet , ' she said to herself . imagine her surprise , when the white rabbit read out , at the top of his shrill little voice , the name ' alice ! '",14
""" what , are you coming , watson ? "" he asked , looking at me in a curious way .",18
"the professor moved towards the rock upon which hans had laid down the instruments . he was gay and full of spirits ; he rubbed his hands , he studied his attitudes . i followed him , curious to know if i was right in my estimate . as soon as we had arrived at the rock my uncle took the compass , laid it horizontally , and questioned the needle , which , after a few oscillations , presently assumed a fixed position . my uncle looked , and looked , and looked again . he rubbed his eyes , and then turned to me thunderstruck with some unexpected discovery .",37
